fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1_code	mfd_hab1	mfd_hab2_code	mfd_hab2	mfd_hab3_code	mfd_hab3	latitude	longitude	coords_reliable	env_broad_scale	env_local_scale	env_medium	cur_vegetation	cur_land_use	misc_param_json	underspecified_slots
MFD13077	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13078	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13079	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13080	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13081	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13082	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13083	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13084	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13085	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13086	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13087	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13088	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13089	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13090	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13091	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13092	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13093	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.1330542346	14.3275162518	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13094	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13095	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13096	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13097	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13098	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13099	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5242562301	15.022640501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13100	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13101	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4374687233	14.7554886184999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13102	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13103	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.9022383109999	14.2750216536	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13104	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.9200015277	14.2355185386999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13105	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.9634076177	14.4003142738999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13106	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13107	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3682614419	14.5556176606999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13108	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3342867515	14.5040099388999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13109	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13110	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13111	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13112	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13113	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3342867515	14.5040099388999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13114	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4236918145999	14.657301764	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13115	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3682614419	14.5556176606999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13116	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13117	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3209006985999	14.5310806625	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13118	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4236918145999	14.657301764	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13119	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13120	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13121	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13122	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13123	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13124	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13125	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3917490203999	14.5911243504999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13126	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13127	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13128	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13129	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13130	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13131	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.3655397783999	14.6426908952999	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13132	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13133	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13134	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13135	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13136	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13137	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13138	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13139	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13140	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13141	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13142	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13143	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13144	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
