coord_key	n_samples	country	state	municipality	town	type	class	display_name
56.805,9.8417		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.805,9.8444		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8055,9.8352		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8062,9.8386		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8064,9.8401		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8064,9.8409		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8066,9.5167		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	town	place	Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8071,9.5162		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	town	place	Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8073,10.2753		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Hestehaven, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8073,9.8467		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8076,9.859		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8077,9.8631		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8077,9.8882		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8078,9.5146		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	town	place	Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8078,9.8369		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8081,8.87		Danmark	Region Nordjylland	Morsø Kommune	Nykøbing Mors	town	place	Nykøbing Mors, Morsø Kommune, Region Nordjylland, 7900, Danmark
56.8087,9.5011		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	town	place	Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8094,8.2504		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8096,9.8238		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8097,9.3234		Danmark	Region Nordjylland	Vesthimmerlands Kommune		administrative	boundary	Vesthimmerlands Kommune, Region Nordjylland, Danmark
56.8099,9.8468		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8103,8.8659		Danmark	Region Nordjylland	Morsø Kommune	Nykøbing Mors	town	place	Nykøbing Mors, Morsø Kommune, Region Nordjylland, 7900, Danmark
56.8104,8.2452		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8105,9.548		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	hamlet	place	Sjøstrup, Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8107,9.8549		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8109,9.8287		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8113,8.2663		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8113,8.2664		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8114,8.2664		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8114,8.2665		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8118,9.8452		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8119,8.2681		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8119,8.2682		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.812,8.2682		Danmark	Region Nordjylland	Thisted Kommune	Agger	village	place	Agger, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.8121,8.2693		Danmark	Region Nordjylland	Thisted Kommune		administrative	boundary	Thisted Kommune, Region Nordjylland, Danmark
56.8121,8.2694		Danmark	Region Nordjylland	Thisted Kommune		administrative	boundary	Thisted Kommune, Region Nordjylland, Danmark
56.8122,8.2693		Danmark	Region Nordjylland	Thisted Kommune		administrative	boundary	Thisted Kommune, Region Nordjylland, Danmark
56.8124,9.8317		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8125,9.8323		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8125,9.8327		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8128,9.8321		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8129,9.8331		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8134,9.0244		Danmark	Region Midtjylland	Skive Kommune	Nederby	isolated_dwelling	place	Præstegårde, Sunde, Hvirp, Klode, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8135,9.0245		Danmark	Region Midtjylland	Skive Kommune	Nederby	isolated_dwelling	place	Præstegårde, Sunde, Hvirp, Klode, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8138,9.8509		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.814,9.928		Danmark	Region Nordjylland	Rebild Kommune	Rauf	hamlet	place	Rauf, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8141,9.8329		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8145,9.8338		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.815,10.0546		Danmark	Region Nordjylland	Rebild Kommune	Terndrup	village	place	Terndrup, Rebild Kommune, Region Nordjylland, 9575, Danmark
56.815,9.8329		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8152,9.9242		Danmark	Region Nordjylland	Rebild Kommune	Rauf	hamlet	place	Rauf, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8153,9.8358		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8155,9.9255		Danmark	Region Nordjylland	Rebild Kommune	Rauf	hamlet	place	Rauf, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8159,9.8281		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8165,10.057		Danmark	Region Nordjylland	Rebild Kommune	Terndrup	village	place	Terndrup, Rebild Kommune, Region Nordjylland, 9575, Danmark
56.8165,9.8423		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8187,8.3166		Danmark	Region Nordjylland	Thisted Kommune	Ørum	hamlet	place	Ørum, Thisted Kommune, Region Nordjylland, 7770, Danmark
56.819,9.0522		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Engelst Syd, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8193,9.0522		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Engelst Syd, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8196,9.0527		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Engelst Syd, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.82,9.8262		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8204,10.0647		Danmark	Region Nordjylland	Rebild Kommune	Terndrup	hamlet	place	Flougårde, Terndrup, Rebild Kommune, Region Nordjylland, 9575, Danmark
56.8215,10.2392		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Langerim, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8216,9.0512		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Engelst Syd, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8225,9.6157		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Astrup	hamlet	place	Astrup, Vesthimmerlands Kommune, Region Nordjylland, 9541, Danmark
56.8226,10.2465		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Langerim, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8235,10.2665		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Hestehaven, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8237,10.2664		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Hestehaven, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8237,9.8003		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8242,9.033		Danmark	Region Midtjylland	Skive Kommune	Nederby	isolated_dwelling	place	Grisselgårde, Hvirp, Vojel, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8249,10.2575		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Hestehaven, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8255,9.8112		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8261,10.2461		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Langerim, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8265,10.2627		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	hamlet	place	Hestehaven, Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8269,8.9666		Danmark	Region Midtjylland	Skive Kommune	Fursundparken	village	place	Fursundparken, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8269,9.8089		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8273,9.8252		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8276,9.9237		Danmark	Region Nordjylland	Rebild Kommune	Asp	hamlet	place	Asp, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.828,9.8859		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8281,9.7985		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8281,9.7986		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8283,9.7986		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8283,9.7987		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8283,9.7988		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8284,9.8854		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8286,9.7986		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8286,9.7988		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8287,9.7986		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8287,9.7987		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.829,9.6219		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Astrup	hamlet	place	Astrup, Vesthimmerlands Kommune, Region Nordjylland, 9541, Danmark
56.8293,10.2708		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	village	place	Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8293,9.9111		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8303,10.2341		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8306,9.9142		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.831,9.8211		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8311,9.8221		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8312,9.8111		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8312,9.8209		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8312,9.8212		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8315,9.8156		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8317,9.8113		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.832,10.2571		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	village	place	Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8323,9.8252		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8325,10.2576		Danmark	Region Nordjylland	Mariagerfjord Kommune	Øster Hurup	village	place	Øster Hurup, Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8326,9.8119		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8326,9.8297		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8327,10.227		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8327,9.83		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8328,9.825		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8328,9.829		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8329,9.8201		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8329,9.8205		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8329,9.8211		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8329,9.8293		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8331,9.8251		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8332,9.8207		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8334,8.9515		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.8336,8.9531		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.8338,9.8253		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Mørkehus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.834,8.9533		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.834,9.8253		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8345,9.0467		Danmark	Region Midtjylland	Skive Kommune	Nederby	isolated_dwelling	place	Grisselgårde, Hvirp, Vojel, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8345,9.8549		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8346,9.8567		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8352,9.8253		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8354,9.8257		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8355,10.2282		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8363,8.3159		Danmark	Region Nordjylland	Thisted Kommune		administrative	boundary	Thisted Kommune, Region Nordjylland, Danmark
56.8367,9.5527		Danmark	Region Nordjylland	Vesthimmerlands Kommune	Aars	town	place	Aars, Vesthimmerlands Kommune, Region Nordjylland, 9600, Danmark
56.8368,8.9568		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.8371,9.8173		Danmark	Region Nordjylland	Rebild Kommune	Oplev	hamlet	place	Oplev, Rebild Kommune, Region Nordjylland, Danmark
56.8372,9.8899		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8373,8.9582		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.8382,9.8275		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8383,9.8277		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8384,9.9158		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8387,9.8278		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8387,9.8967		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8388,9.896		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8395,9.8277		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8395,9.8932		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8402,9.8294		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8405,9.8297		Danmark	Region Nordjylland	Rebild Kommune	Rebild	village	place	Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8422,10.2487		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8429,9.0668		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Færker Vig, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8431,9.0691		Danmark	Region Midtjylland	Skive Kommune	Nederby	hamlet	place	Færker Vig, Nederby, Skive Kommune, Region Midtjylland, 7884, Danmark
56.8432,9.0702		Danmark	Region Midtjylland	Skive Kommune		administrative	boundary	Skive Kommune, Region Midtjylland, Danmark
56.8434,9.8846		Danmark	Region Nordjylland	Rebild Kommune	Skørping	village	place	Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8437,9.8524		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8445,10.2679		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8449,8.6091		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.845,9.8501		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8452,8.6069		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8453,8.6091		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8455,8.6056		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8455,8.6074		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8455,8.6082		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8455,8.6091		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8456,8.6054		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8458,8.6052		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8459,8.6095		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.8463,9.8492		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8467,8.6102		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
56.847,9.7069		Danmark	Region Nordjylland	Rebild Kommune	Suldrup	hamlet	place	Hjedsbæk, Suldrup, Rebild Kommune, Region Nordjylland, 9541, Danmark
56.8471,9.8526		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8471,9.8684		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8477,9.8426		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8477,9.8468		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8482,10.2698		Danmark	Region Nordjylland	Mariagerfjord Kommune		administrative	boundary	Mariagerfjord Kommune, Region Nordjylland, Danmark
56.8482,9.8638		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8483,9.6988		Danmark	Region Nordjylland	Rebild Kommune	Suldrup	hamlet	place	Hjedsbæk, Suldrup, Rebild Kommune, Region Nordjylland, 9541, Danmark
56.8485,9.855		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8485,9.8558		Danmark	Region Nordjylland	Rebild Kommune	Rebild	isolated_dwelling	place	Vedstedhus, Rebild, Rebild Kommune, Region Nordjylland, 9520, Danmark
56.8488,8.6132		Danmark	Region Nordjylland	Thisted Kommune	Gærup	hamlet	place	Gærup, Thisted Kommune, Region Nordjylland, Danmark
