row_type	mfd_sampletype	mfd_areatype	mfd_hab1_code	mfd_hab1	mfd_hab2_code	mfd_hab2	mfd_hab3_code	mfd_hab3	Natura2000	EUNIS	EMPO	n_samples	env_broad_scale	env_broad_scale_provenance	env_local_scale	env_local_scale_provenance	env_medium	env_medium_provenance	cur_vegetation	cur_vegetation_provenance	cur_land_use	cur_land_use_provenance	misc_param_json	misc_param_provenance
ontology_leaf	Soil	Agriculture	6000	Fields	6400	Asterids	6421	Solanales, Potato, Seed		V11	Free-living; Non-saline;  Soil (non-saline)	7	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Solanales, Potato, Seed	from_mfdo:hab3	vegetable crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""seed""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6400	Asterids	6422	Solanales, Potato, Starch		V11	Free-living; Non-saline;  Soil (non-saline)	47	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Solanales, Potato, Starch	from_mfdo:hab3	vegetable crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""starch""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6400	Asterids	6429	Solanales, Potato, Other		V11	Free-living; Non-saline;  Soil (non-saline)	8	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Solanales, Potato, Other	from_mfdo:hab3	vegetable crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""other""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6500	Superasterids				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Superasterids	from_mfdo:hab2	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6500	Superasterids	6511	Caryophyllales, Sugar beet		V11	Free-living; Non-saline;  Soil (non-saline)	6	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Caryophyllales, Sugar beet	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6500	Superasterids	6512	Caryophyllales, Fodder beet		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Caryophyllales, Fodder beet	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6500	Superasterids	6513	Caryophyllales, Beetroot		V11	Free-living; Non-saline;  Soil (non-saline)	18	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Caryophyllales, Beetroot	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6500	Superasterids	6514	Caryophyllales, Spinach		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Caryophyllales, Spinach	from_mfdo:hab3	vegetable crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabids	from_mfdo:hab2	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6610	Fabales		V11	Free-living; Non-saline;  Soil (non-saline)	8	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabales	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6611	Fabales, Pea		V11	Free-living; Non-saline;  Soil (non-saline)	12	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabales, Pea	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6612	Fabales, Faba bean		V11	Free-living; Non-saline;  Soil (non-saline)	21	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabales, Faba bean	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6613	Fabales, Clover		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabales, Clover	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6621	Rosales, Strawberry		V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Fabids	from_mfdo:hab2	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6600	Fabids	6622	Rosales, Apple		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Rosales, Apple	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Malvids	from_mfdo:hab2	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids	6711	Brassicales, Fodder radish		V11	Free-living; Non-saline;  Soil (non-saline)	6	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Fodder radish	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids	6710	Brassicales, Rapeseed		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Rapeseed	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids	6712	Brassicales, Rapeseed, Spring		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Rapeseed, Spring	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids	6713	Brassicales, Rapeseed, Winter		V11	Free-living; Non-saline;  Soil (non-saline)	196	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Rapeseed, Winter	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6700	Malvids	6714	Brassicales, Cabbage		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Cabbage	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops				V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6816	Cereal mix, Legume plants		V11	Free-living; Non-saline;  Soil (non-saline)	50	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Cereal mix, Legume plants	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""cereal mix""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6817	Cereal mix, Fodder radish		V11	Free-living; Non-saline;  Soil (non-saline)	9	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Cereal mix, Fodder radish	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""cereal mix""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6818	Cereal mix, Mustard		V11	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Cereal mix, Mustard	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""cereal mix""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6822	Grass, Clover, Rotation		V11	Free-living; Non-saline;  Soil (non-saline)	232	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass, Clover, Rotation	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""crop rotation"",""has_boolean_value"":true}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6823	Grass, Clover Permanent		V11	Free-living; Non-saline;  Soil (non-saline)	2	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Grass, Clover Permanent	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""crop rotation"",""has_boolean_value"":false}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6841	Catch crop, Fodder radish, Flower		V11	Free-living; Non-saline;  Soil (non-saline)	18	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Catch crop, Fodder radish, Flower	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""catch crop""},{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""flower""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6861	Legume mix		V11	Free-living; Non-saline;  Soil (non-saline)	2	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Legume mix	from_mfdo:hab3	row crops	from_mfdo:hab2	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""legume mix""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6800	Mixed crops	6871	Flowering plant mix, Fodder radish, Mustard		V11	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6900	Fallow				V15	Free-living; Non-saline;  Soil (non-saline)	5	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6900	Fallow	6911	Spring seeding		V15	Free-living; Non-saline;  Soil (non-saline)	84	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture	6000	Fields	6900	Fallow	6912	Spring mowing		V15	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2	"[{""has_attribute_label"":""management practice"",""has_value_term_label"":""mowing""},{""has_attribute_label"":""management season"",""has_value_term_id"":""NCIT:C94731"",""has_value_term_label"":""spring""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6900	Fallow	6913	Summer mowing		V15	Free-living; Non-saline;  Soil (non-saline)	7	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2	"[{""has_attribute_label"":""management practice"",""has_value_term_label"":""mowing""},{""has_attribute_label"":""management season"",""has_value_term_id"":""NCIT:C94732"",""has_value_term_label"":""summer""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture	6000	Fields	6900	Fallow	6990	Uncultivated		V15	Free-living; Non-saline;  Soil (non-saline)	22	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2	"[{""has_attribute_label"":""cultivation status"",""has_value_term_label"":""uncultivated""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields						V1	Free-living; Non-saline;  Soil (non-saline)	7	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			row crops	from_mfdo:areatype+hab1		
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields	6900	Fallow				V1	Free-living; Non-saline;  Soil (non-saline)	43	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1			rangeland	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields	6100	Poales, Cereal				V1	Free-living; Non-saline;  Soil (non-saline)	4	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, Cereal	from_mfdo:hab2	small grains	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields	6200	Poales, grass				V1	Free-living; Non-saline;  Soil (non-saline)	73	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Poales, grass	from_mfdo:hab2	pastureland	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields	6700	Malvids				V1	Free-living; Non-saline;  Soil (non-saline)	0	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Malvids	from_mfdo:hab2	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Agriculture (reclaimed lowland)	6000	Fields	6700	Malvids	6710	Brassicales, Rapeseed		V1	Free-living; Non-saline;  Soil (non-saline)	1	cropland biome [ENVO:01000245]	from_mfdo:sampletype+areatype	agricultural field [ENVO:00000114]	from_mfdo:hab1	agricultural soil [ENVO:00002259]	from_mfdo:hab1	Brassicales, Rapeseed	from_mfdo:hab3	row crops	from_mfdo:hab2		
ontology_leaf	Soil	Urban	1000	Roadside						V15	Free-living; Non-saline;  Soil (non-saline)	10	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	roadside [ENVO:01000447]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype			roads/railroads	from_mfdo:areatype+hab1		
ontology_leaf	Soil	Urban	2000	Industrial						V37	Free-living; Non-saline;  Soil (non-saline)	0	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	astronomical body part [ENVO:01000813]	envo_root_class	soil [ENVO:00001998]	from_mfdo:sampletype			industrial areas	from_mfdo:areatype+hab1		
ontology_leaf	Soil	Urban	3000	Other						V37	Free-living; Non-saline;  Soil (non-saline)	0	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	human settlement [ENVO:01001829]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Soil	Urban	4000	Greenspaces						V2	Free-living; Non-saline;  Soil (non-saline)	0	urban biome [ENVO:01000249]	from_mfdo:areatype+hab1	park [ENVO:00000562]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Soil	Urban	4000	Greenspaces	4100	Parks				V2	Free-living; Non-saline;  Soil (non-saline)	632	urban biome [ENVO:01000249]	from_mfdo:areatype+hab1	park [ENVO:00000562]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Soil	Urban	4000	Greenspaces	4200	Other					Free-living; Non-saline;  Soil (non-saline)	83	urban biome [ENVO:01000249]	from_mfdo:areatype+hab1	area of developed open space [ENVO:01000883]	from_mfdo:hab2	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Soil	Urban	5000	Landfill							Free-living; Non-saline;  Soil (non-saline)	4	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	landfill [ENVO:00000533]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype			industrial areas	from_mfdo:areatype+hab1		
ontology_leaf	Soil	Subterranean	6000	Urban							Free-living; Non-saline;  Subsurface (non-saline)	24	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Soil	Subterranean	6000	Urban	6100	Potential pollution					Free-living; Non-saline;  Subsurface (non-saline)	61	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype					"[{""has_attribute_label"":""pollution risk"",""has_value_term_label"":""potential""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Subterranean	6000	Urban	6100	Potential pollution	6110	Oil pollution			Free-living; Non-saline;  Subsurface (non-saline)	0	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype					"[{""has_attribute_label"":""pollution risk"",""has_value_term_label"":""potential""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Subterranean	6000	Urban	6100	Potential pollution	6120	Trace pollution			Free-living; Non-saline;  Subsurface (non-saline)	4	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype					"[{""has_attribute_label"":""pollution risk"",""has_value_term_label"":""potential""},{""has_attribute_label"":""pollution detected"",""has_boolean_value"":true},{""has_attribute_label"":""pollution level"",""has_value_term_label"":""trace""}]"	from_mfdo:decomposed
ontology_leaf	Soil	Subterranean	6000	Urban	6100	Potential pollution	6130	Pollution			Free-living; Non-saline;  Subsurface (non-saline)	46	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype					"[{""has_attribute_label"":""pollution risk"",""has_value_term_label"":""potential""},{""has_attribute_label"":""pollution detected"",""has_boolean_value"":true}]"	from_mfdo:decomposed
ontology_leaf	Soil	Subterranean	6000	Urban	6100	Potential pollution	6190	Below detection limit			Free-living; Non-saline;  Subsurface (non-saline)	15	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype					"[{""has_attribute_label"":""pollution risk"",""has_value_term_label"":""potential""},{""has_attribute_label"":""pollution detected"",""has_boolean_value"":false}]"	from_mfdo:decomposed
ontology_leaf	Soil	Subterranean	6000	Urban	6200	Archeological					Free-living; Non-saline;  Subsurface (non-saline)	5	urban biome [ENVO:01000249]	from_mfdo:sampletype+areatype	subsurface landform [ENVO:00002184]	from_mfdo:hab1	soil [ENVO:00001998]	from_mfdo:sampletype						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas					Free-living; Saline;  Sediment (saline)	15	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1101	Sandy coastal seabed			Free-living; Saline;  Sediment (saline)	46	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1102	Rocky coastal seabed			Free-living; Saline;  Sediment (saline)	45	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	rocky reef [ENVO:00000130]	from_mfdo:hab3	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1103	Eelgrass coastal seabed			Free-living; Saline;  Sediment (saline)	20	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea grass bed [ENVO:01000059]	from_mfdo:hab3	marine sediment [ENVO:03000033]	from_mfdo:hab1	Eelgrass coastal seabed	from_mfdo:hab3				
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1110	Sandbanks			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1130	Estuaries			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1140	Mudflats and sandflats			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1160	Large shallow inlets and bays			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1170	Reefs			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1100	Open sea and tidal areas	1180	Submarine structures made by leaking gases			Free-living; Saline;  Sediment (saline)	0	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea floor [ENVO:00000482]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1300	Fjords					Free-living; Saline;  Sediment (saline)	9	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	fjord [ENVO:00000039]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1300	Fjords	1301	Sandy fjord seabed			Free-living; Saline;  Sediment (saline)	15	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	fjord [ENVO:00000039]	from_mfdo:hab2	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1300	Fjords	1302	Rocky fjord seabed			Free-living; Saline;  Sediment (saline)	17	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	rocky reef [ENVO:00000130]	from_mfdo:hab3	marine sediment [ENVO:03000033]	from_mfdo:hab1						
ontology_leaf	Sediment	Natural	1000	Saltwater	1300	Fjords	1303	Eelgrass fjord seabed			Free-living; Saline;  Sediment (saline)	12	marine biome [ENVO:00000447]	from_mfdo:areatype+hab1	sea grass bed [ENVO:01000059]	from_mfdo:hab3	marine sediment [ENVO:03000033]	from_mfdo:hab1	Eelgrass fjord seabed	from_mfdo:hab3				
ontology_leaf	Sediment	Natural	3000	Freshwater					3000		Free-living; Non-saline;  Sediment (non-saline)	0	freshwater biome [ENVO:00000873]	from_mfdo:areatype+hab1	lake [ENVO:00000020]	from_mfdo:hab1	sediment [ENVO:00002007]	from_mfdo:sampletype						
ontology_leaf	Sediment	Natural	3000	Freshwater	3100	Standing freshwater			3100		Free-living; Non-saline;  Sediment (non-saline)	122	freshwater biome [ENVO:00000873]	from_mfdo:areatype+hab1	lake [ENVO:00000020]	from_mfdo:hab1	sediment [ENVO:00002007]	from_mfdo:sampletype						
