fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	habitat_type	source_signal	source_code	source_project	source_file	latitude	longitude
MFD09517	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09518	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09519	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09520	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09521	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09522	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09523	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest		natura2000	9160	P08_1	P08_1_filled_table.xlsx		
MFD09526	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09527	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09528	Soil	Natural	Dunes	Sea dunes	Embryonic shifting dunes		natura2000	2110	P08_1	P08_1_filled_table.xlsx		
MFD09529	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09530	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Active raised bogs		natura2000	7110	P08_1	P08_1_filled_table.xlsx		
MFD09531	Sediment	Natural	Freshwater	Standing freshwater	Lake, Hard water		natura2000	3140	P09_1	P09_1_filled_table.xlsx		
MFD09532	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_1	P08_1_filled_table.xlsx		
MFD09533	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)		natura2000	2120	P08_1	P08_1_filled_table.xlsx		
MFD09535	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09536	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.7702	12.2111
MFD09537	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09539	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09540	Soil	Natural	Forests	Temperate forests	Beech forests Limestone		natura2000	9150	P08_1	P08_1_filled_table.xlsx		
MFD09541	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09542	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09543	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09544	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09545	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09546	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09548	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09549	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09550	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex		natura2000	9120	P08_1	P08_1_filled_table.xlsx		
MFD09551	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09553	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09554	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09555	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09556	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09557	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.7607	12.3803
MFD09558	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09560	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_1	P08_1_filled_table.xlsx		
MFD09561	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09562	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09564	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks		natura2000	1220	P08_1	P08_1_filled_table.xlsx		
MFD09566	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09567	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09568	Soil	Natural	Dunes	Sea dunes	Humid dune slacks		natura2000	2190	P08_1	P08_1_filled_table.xlsx		
MFD09571	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09573	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09574	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09577	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex		natura2000	9120	P08_1	P08_1_filled_table.xlsx		
MFD09578	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.0961	10.4172
MFD09579	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09582	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)		natura2000	2120	P08_1	P08_1_filled_table.xlsx		
MFD09583	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09584	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09585	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09588	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09590	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09595	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens		natura2000	7230	P08_1	P08_1_filled_table.xlsx		
MFD09596	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09597	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains		natura2000	9190	P08_1	P08_1_filled_table.xlsx		
MFD09598	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09599	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs		natura2000	7220	P08_1	P08_1_filled_table.xlsx		
MFD09601	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09602	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09603	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09604	Sediment	Urban	urban	miscellaneous built environment	high chalk concentration (limestone quarry)	built_environment	standard		P25_1	P25_1_frde_standard table.xlsx	56.8326884267352	9.81194264042923
MFD09605	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09606	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09610	Soil	Natural	Grassland formations	Semi-natural dry grasslands			natura2000	6200	P08_1	P08_1_filled_table.xlsx		
MFD09612	Soil	Natural	Forests	Temperate forests	Bog woodland		natura2000	91D0	P08_1	P08_1_filled_table.xlsx		
MFD09615	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09617	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09618	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09619	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.7757	9.0256
MFD09620	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09621	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland		natura2000	6210	P08_1	P08_1_filled_table.xlsx		
MFD09622	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09624	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest		natura2000	9160	P08_1	P08_1_filled_table.xlsx		
MFD09625	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09627	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09628	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09629	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09630	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09631	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09632	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09633	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09635	Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides		natura2000	2160	P08_1	P08_1_filled_table.xlsx		
MFD09637	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum		natura2000	9110	P08_1	P08_1_filled_table.xlsx		
MFD09639	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09641	Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.		natura2000	2250	P08_1	P08_1_filled_table.xlsx		
MFD09643	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09644	Soil	Natural	Forests	Temperate forests	Bog woodland		natura2000	91D0	P08_1	P08_1_filled_table.xlsx		
MFD09645	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09647	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest		natura2000	9160	P08_1	P08_1_filled_table.xlsx		
MFD09648	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09649	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09650	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09651	Soil	Natural	Dunes	Inland dunes	Inland dunes grass		natura2000	2330	P08_1	P08_1_filled_table.xlsx		
MFD09657	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09659	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09661	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09662	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub		natura2000	5130	P08_1	P08_1_filled_table.xlsx		
MFD09665	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09666	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.2303	10.739
MFD09667	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09669	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09670	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09671	Soil	Natural	Dunes	Sea dunes	Humid dune slacks		natura2000	2190	P08_1	P08_1_filled_table.xlsx		
MFD09672	Sediment	Natural	Freshwater	Standing freshwater			natura2000	3100	P09_1	P09_1_filled_table.xlsx		
MFD09673	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09676	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath		natura2000	4010	P08_1	P08_1_filled_table.xlsx		
MFD09679	Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes		natura2000	8220	P08_1	P08_1_filled_table.xlsx		
MFD09680	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog		natura2000	7120	P08_1	P08_1_filled_table.xlsx		
MFD09682	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09685	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09686	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.1601	10.14
MFD09687	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)		natura2000	2120	P08_1	P08_1_filled_table.xlsx		
MFD09690	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows		natura2000	6410	P08_1	P08_1_filled_table.xlsx		
MFD09692	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09693	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09702	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09704	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.1122	8.7312
MFD09709	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09710	Sediment	Natural	Freshwater	Standing freshwater	Lake shores and lagoons		natura2000	1150	P09_1	P09_1_filled_table.xlsx		
MFD09716	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09729	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09735	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09743	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	56.0396	12.4507
MFD09745	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.6005	8.7631
MFD09750	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09773	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.5688	8.4871
MFD09778	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.6602	12.4778
MFD09781	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows		natura2000	1330	P08_1	P08_1_filled_table.xlsx		
MFD09803	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09809	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09810	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09812	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	57.0067	9.9831
MFD09818	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09819	Soil	Natural	Forests	Temperate forests			natura2000	9100	P08_1	P08_1_filled_table.xlsx		
MFD09830	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.7015	8.6349
MFD09831	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.8501	12.5382
MFD09833	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.9637	12.3498
MFD09840	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.81189	8.26815
MFD09857	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum		natura2000	9130	P08_1	P08_1_filled_table.xlsx		
MFD09869	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	56.0034	12.5722
MFD09877	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.9917	12.224
MFD09883	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed		natura2000	3150	P09_1	P09_1_filled_table.xlsx		
MFD09914	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp		natura2000	6430	P08_1	P08_1_filled_table.xlsx		
MFD09922	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)		natura2000	2130	P08_1	P08_1_filled_table.xlsx		
MFD09924	Soil	Natural	Dunes	Sea dunes	Wooded dunes		natura2000	2180	P08_1	P08_1_filled_table.xlsx		
MFD09930	Sediment	Urban	urban	miscellaneous built environment	high chalk concentration (limestone quarry)	built_environment	standard		P25_1	P25_1_frde_standard table.xlsx	56.8326884267352	9.81194264042923
MFD09932	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09949	Soil	Natural	Forests	Temperate forests	Alluvial woodland		natura2000	91E0	P08_1	P08_1_filled_table.xlsx		
MFD09953	Sediment	Natural	Freshwater	Running freshwater		streams	standard		P10_2	P10_2_filled_table.xlsx	55.8788	12.322
MFD09978	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_1	P08_1_filled_table.xlsx		
MFD09989	Sediment	Urban	urban	miscellaneous built environment	high chalk concentration (limestone quarry)	built_environment	standard		P25_1	P25_1_frde_standard table.xlsx	56.8326884267352	9.81194264042923
MFD10063	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	57.18581	9.52676
MFD10064	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	56.91759	8.42712
MFD10065	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_7	2021-12-22_P08_7-metadata.xlsx	57.49857	9.88612
MFD10066	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	57.18588	9.52788
MFD10067	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes		natura2000	2140	P08_7	2021-12-22_P08_7-metadata.xlsx	57.18577	9.52682
MFD10068	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands		natura2000	6120	P08_7	2021-12-22_P08_7-metadata.xlsx	57.49846	9.88781
MFD10069	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland		natura2000	6230	P08_7	2021-12-22_P08_7-metadata.xlsx	57.12909	10.03082
